PO_Number,Supplier,Category,Spend,Order_Date
PO963,Supplier 10,Logistics,15440.41,2026-08-20
PO964,Supplier 39,IT Equipment,6399.69,2026-08-21
PO965,Supplier 17,Packaging,9976.78,2026-08-22
PO966,Supplier 39,Raw Materials,2474.23,2026-08-23
PO967,Supplier 22,Packaging,4105.5,2026-08-24
PO968,Supplier 26,Packaging,7800.44,2026-08-25
PO969,Supplier 44,Maintenance,2699.11,2026-08-26
PO970,Supplier 25,IT Equipment,22815.24,2026-08-27
PO971,Supplier 17,Maintenance,648.15,2026-08-28
PO972,Supplier 13,Packaging,12354.58,2026-08-29
PO973,Supplier 20,Packaging,3519.56,2026-08-30
PO974,Supplier 25,Packaging,8038.14,2026-08-31
PO975,Supplier 4,Chemicals,23188.46,2026-09-01
PO976,Supplier 10,Maintenance,4461.52,2026-09-02
PO977,Supplier 3,Packaging,24162.89,2026-09-03
PO978,Supplier 41,Logistics,5541.96,2026-09-04
PO979,Supplier 45,IT Equipment,18668.37,2026-09-05
PO980,Supplier 18,IT Equipment,13893.59,2026-09-06
PO981,Supplier 47,Logistics,22169.73,2026-09-07
PO982,Supplier 36,IT Equipment,14072.83,2026-09-08
PO983,Supplier 47,Chemicals,13596.7,2026-09-09
PO984,Supplier 22,Chemicals,5288.72,2026-09-10
PO985,Supplier 34,Raw Materials,4572.62,2026-09-11
PO986,Supplier 47,Raw Materials,22953.98,2026-09-12
PO987,Supplier 8,Raw Materials,8532.04,2026-09-13
PO988,Supplier 40,IT Equipment,9616.02,2026-09-14
PO989,Supplier 49,Chemicals,19115.68,2026-09-15
PO990,Supplier 44,Chemicals,8801.18,2026-09-16
PO991,Supplier 19,Chemicals,23825.53,2026-09-17
PO992,Supplier 42,Logistics,18579.23,2026-09-18
PO993,Supplier 41,Chemicals,15137.02,2026-09-19
PO994,Supplier 37,Logistics,22081.93,2026-09-20
PO995,Supplier 6,Raw Materials,1715.34,2026-09-21
PO996,Supplier 26,Raw Materials,6798.04,2026-09-22
PO997,Supplier 34,IT Equipment,11893.39,2026-09-23
PO998,Supplier 45,Raw Materials,6060.97,2026-09-24
PO999,Supplier 6,IT Equipment,18725.68,2026-09-25
PO1000,Supplier 37,Packaging,23020.6,2026-09-26
PO1001,Supplier 33,Packaging,10882.37,2026-09-27
PO1002,Supplier 22,Maintenance,8882.25,2026-09-28
PO1003,Supplier 21,IT Equipment,24057.99,2026-09-29
PO1004,Supplier 6,Maintenance,11398.88,2026-09-30
PO1005,Supplier 6,Maintenance,12481.69,2026-10-01
PO1006,Supplier 48,Packaging,9115.42,2026-10-02
PO1007,Supplier 4,IT Equipment,22783.94,2026-10-03
PO1008,Supplier 30,Packaging,14439.41,2026-10-04
PO1009,Supplier 11,Maintenance,19173.28,2026-10-05
PO1010,Supplier 30,IT Equipment,20389.26,2026-10-06
PO1011,Supplier 31,Maintenance,8875.3,2026-10-07
PO1012,Supplier 24,Chemicals,11125.51,2026-10-08
PO1013,Supplier 9,IT Equipment,21287.56,2026-10-09
PO1014,Supplier 3,IT Equipment,9399.76,2026-10-10
PO1015,Supplier 31,Maintenance,19951.41,2026-10-11
PO1016,Supplier 40,Chemicals,23554.31,2026-10-12
PO1017,Supplier 37,Logistics,15768.65,2026-10-13
PO1018,Supplier 36,Packaging,18669.87,2026-10-14
PO1019,Supplier 24,Maintenance,20224.88,2026-10-15
PO1020,Supplier 31,IT Equipment,21203.47,2026-10-16
PO1021,Supplier 6,Packaging,10178.81,2026-10-17
PO1022,Supplier 2,Packaging,1755.95,2026-10-18
PO1023,Supplier 20,Packaging,10345.97,2026-10-19
PO1024,Supplier 28,Logistics,17007.03,2026-10-20
PO1025,Supplier 11,Raw Materials,11533.58,2026-10-21
PO1026,Supplier 4,Maintenance,18849.6,2026-10-22
PO1027,Supplier 15,Raw Materials,9246.07,2026-10-23
PO1028,Supplier 6,Raw Materials,16051.23,2026-10-24
PO1029,Supplier 49,Raw Materials,5067.29,2026-10-25
PO1030,Supplier 30,Packaging,18859.55,2026-10-26
PO1031,Supplier 38,Chemicals,13869.55,2026-10-27
PO1032,Supplier 2,Packaging,5499.58,2026-10-28
PO1033,Supplier 15,Packaging,7651.82,2026-10-29
PO1034,Supplier 11,IT Equipment,18840.91,2026-10-30
PO1035,Supplier 8,IT Equipment,12323.73,2026-10-31
PO1036,Supplier 26,Raw Materials,5792.77,2026-11-01
PO1037,Supplier 45,Packaging,24198.14,2026-11-02
PO1038,Supplier 44,Raw Materials,18020.56,2026-11-03
PO1039,Supplier 5,IT Equipment,23949.8,2026-11-04
PO1040,Supplier 6,Chemicals,10964.07,2026-11-05
PO1041,Supplier 26,Maintenance,12139.96,2026-11-06
PO1042,Supplier 4,Raw Materials,22499.9,2026-11-07
PO1043,Supplier 19,Chemicals,13363.71,2026-11-08
PO1044,Supplier 20,Maintenance,17828.33,2026-11-09
PO1045,Supplier 33,Logistics,6678.24,2026-11-10
PO1046,Supplier 20,Raw Materials,11444.8,2026-11-11
PO1047,Supplier 49,Raw Materials,3524.52,2026-11-12
PO1048,Supplier 12,Logistics,5546.51,2026-11-13
PO1049,Supplier 47,Logistics,523.11,2026-11-14
PO1050,Supplier 1,Raw Materials,1461.99,2026-11-15
PO1051,Supplier 26,Logistics,24443.45,2026-11-16
PO1052,Supplier 14,Packaging,6437.67,2026-11-17
PO1053,Supplier 38,Maintenance,16751.11,2026-11-18
PO1054,Supplier 37,Maintenance,21057.94,2026-11-19
PO1055,Supplier 11,Maintenance,13991.18,2026-11-20
PO1056,Supplier 36,Packaging,4252.04,2026-11-21
PO1057,Supplier 13,Logistics,18338.85,2026-11-22
PO1058,Supplier 43,Chemicals,15206.16,2026-11-23
PO1059,Supplier 3,Logistics,18415.64,2026-11-24
PO1060,Supplier 33,Raw Materials,19358.79,2026-11-25
PO1061,Supplier 6,IT Equipment,24397.55,2026-11-26
PO1062,Supplier 50,Maintenance,14552.3,2026-11-27
PO1063,Supplier 10,Logistics,8870.21,2026-11-28
PO1064,Supplier 5,Chemicals,16387.38,2026-11-29
PO1065,Supplier 23,Raw Materials,2176.8,2026-11-30
PO1066,Supplier 10,Packaging,22486.23,2026-12-01
PO1067,Supplier 44,Packaging,3424.83,2026-12-02
PO1068,Supplier 2,Chemicals,8532.15,2026-12-03
PO1069,Supplier 13,Raw Materials,20485.76,2026-12-04
PO1070,Supplier 40,Maintenance,15134.15,2026-12-05
PO1071,Supplier 2,Logistics,10144.07,2026-12-06
PO1072,Supplier 20,Raw Materials,12099.17,2026-12-07
PO1073,Supplier 1,Packaging,21436.41,2026-12-08
PO1074,Supplier 37,Chemicals,8830.11,2026-12-09
PO1075,Supplier 9,Chemicals,21806.42,2026-12-10
PO1076,Supplier 17,Logistics,2659.29,2026-12-11
PO1077,Supplier 9,Chemicals,19531.56,2026-12-12
PO1078,Supplier 11,Chemicals,21264.92,2026-12-13
PO1079,Supplier 15,Raw Materials,4954.53,2026-12-14
PO1080,Supplier 24,Maintenance,11043.49,2026-12-15
PO1081,Supplier 38,Logistics,4554.74,2026-12-16
PO1082,Supplier 35,Raw Materials,17811.8,2026-12-17
PO1083,Supplier 30,Maintenance,13616.02,2026-12-18
PO1084,Supplier 31,Raw Materials,16065.42,2026-12-19
PO1085,Supplier 49,IT Equipment,5313.93,2026-12-20
PO1086,Supplier 5,Raw Materials,5687.77,2026-12-21
PO1087,Supplier 44,Chemicals,1516.68,2026-12-22
PO1088,Supplier 50,Maintenance,8390.65,2026-12-23
PO1089,Supplier 14,Logistics,14213.74,2026-12-24
PO1090,Supplier 11,Logistics,21519.41,2026-12-25
PO1091,Supplier 9,Maintenance,16839.72,2026-12-26
PO1092,Supplier 34,Chemicals,11167.21,2026-12-27
PO1093,Supplier 12,Packaging,23851.44,2026-12-28
PO1094,Supplier 35,Raw Materials,18121.51,2026-12-29
PO1095,Supplier 35,Chemicals,23289.05,2026-12-30
PO1096,Supplier 1,IT Equipment,13425.91,2026-12-31
PO1097,Supplier 40,Maintenance,6843.15,2027-01-01
PO1098,Supplier 22,Raw Materials,1794.25,2027-01-02
PO1099,Supplier 29,Logistics,18289.08,2027-01-03
PO1100,Supplier 8,Packaging,3471.92,2027-01-04
PO1101,Supplier 11,IT Equipment,7917.99,2027-01-05
PO1102,Supplier 41,Logistics,13545.54,2027-01-06
PO1103,Supplier 37,Maintenance,14328.21,2027-01-07
PO1104,Supplier 14,Raw Materials,15214.29,2027-01-08
PO1105,Supplier 30,Maintenance,4573.26,2027-01-09
PO1106,Supplier 35,Raw Materials,9803.57,2027-01-10
PO1107,Supplier 21,Chemicals,15621.26,2027-01-11
PO1108,Supplier 37,Packaging,24260.56,2027-01-12
PO1109,Supplier 5,Chemicals,18326.96,2027-01-13
PO1110,Supplier 19,Chemicals,23103.79,2027-01-14
PO1111,Supplier 14,Maintenance,19174.2,2027-01-15
PO1112,Supplier 26,Packaging,14997.07,2027-01-16
PO1113,Supplier 4,Raw Materials,5204.57,2027-01-17
PO1114,Supplier 25,Raw Materials,16833.8,2027-01-18
PO1115,Supplier 45,IT Equipment,15772.8,2027-01-19
PO1116,Supplier 42,Logistics,15260.49,2027-01-20
PO1117,Supplier 25,IT Equipment,12499.75,2027-01-21
PO1118,Supplier 18,IT Equipment,13452.09,2027-01-22
PO1119,Supplier 40,Raw Materials,8693.84,2027-01-23
PO1120,Supplier 8,Maintenance,13223.16,2027-01-24
PO1121,Supplier 39,Chemicals,5340.12,2027-01-25
PO1122,Supplier 40,Chemicals,20226.77,2027-01-26
PO1123,Supplier 14,Chemicals,5051.54,2027-01-27
PO1124,Supplier 32,Packaging,2581.67,2027-01-28
PO1125,Supplier 38,Raw Materials,11188.03,2027-01-29
PO1126,Supplier 33,Maintenance,16628.53,2027-01-30
PO1127,Supplier 23,Packaging,11224.06,2027-01-31
PO1128,Supplier 15,Logistics,7280.48,2027-02-01
PO1129,Supplier 33,Maintenance,14175.19,2027-02-02
PO1130,Supplier 25,IT Equipment,9001.56,2027-02-03
PO1131,Supplier 17,Maintenance,23355.26,2027-02-04
PO1132,Supplier 33,Maintenance,23104.81,2027-02-05
PO1133,Supplier 47,Chemicals,12808.11,2027-02-06
PO1134,Supplier 2,Maintenance,8533.16,2027-02-07
PO1135,Supplier 14,IT Equipment,18559.74,2027-02-08
PO1136,Supplier 40,IT Equipment,1399.47,2027-02-09
PO1137,Supplier 40,Raw Materials,12131.84,2027-02-10
PO1138,Supplier 39,Maintenance,8739.92,2027-02-11
PO1139,Supplier 6,Chemicals,23053.13,2027-02-12
PO1140,Supplier 6,Maintenance,794.07,2027-02-13
PO1141,Supplier 3,Logistics,14043.96,2027-02-14
PO1142,Supplier 7,Logistics,18646.26,2027-02-15
PO1143,Supplier 8,Chemicals,12382.94,2027-02-16
PO1144,Supplier 42,Raw Materials,2592.37,2027-02-17
PO1145,Supplier 15,Raw Materials,24325.3,2027-02-18
PO1146,Supplier 47,IT Equipment,13191.26,2027-02-19
PO1147,Supplier 29,IT Equipment,15547.56,2027-02-20
PO1148,Supplier 33,Packaging,6296.94,2027-02-21
PO1149,Supplier 30,Chemicals,12345.7,2027-02-22
PO1150,Supplier 39,Maintenance,11014.16,2027-02-23
PO1151,Supplier 27,Chemicals,2334.95,2027-02-24
PO1152,Supplier 36,Packaging,3100.93,2027-02-25
PO1153,Supplier 29,IT Equipment,21018.08,2027-02-26
PO1154,Supplier 38,Chemicals,6375.59,2027-02-27
PO1155,Supplier 33,Chemicals,5276.48,2027-02-28
PO1156,Supplier 37,IT Equipment,12870.33,2027-03-01
PO1157,Supplier 27,Packaging,19334.3,2027-03-02
PO1158,Supplier 33,IT Equipment,2017.69,2027-03-03
PO1159,Supplier 4,Raw Materials,14631.79,2027-03-04
PO1160,Supplier 22,Maintenance,3420.66,2027-03-05
PO1161,Supplier 2,IT Equipment,1393.3,2027-03-06
PO1162,Supplier 10,Packaging,1792.23,2027-03-07
PO1163,Supplier 5,Logistics,20937.02,2027-03-08
PO1164,Supplier 10,Raw Materials,3390.33,2027-03-09
PO1165,Supplier 33,Logistics,1606.21,2027-03-10
PO1166,Supplier 38,IT Equipment,11228.55,2027-03-11
PO1167,Supplier 13,Raw Materials,21177.84,2027-03-12
PO1168,Supplier 31,Maintenance,6929.01,2027-03-13
PO1169,Supplier 47,IT Equipment,10831.96,2027-03-14
PO1170,Supplier 36,Maintenance,1478.1,2027-03-15
PO1171,Supplier 45,Chemicals,11502.42,2027-03-16
PO1172,Supplier 24,Logistics,14651.52,2027-03-17
PO1173,Supplier 15,Raw Materials,14487.22,2027-03-18
PO1174,Supplier 29,Maintenance,8644.45,2027-03-19
PO1175,Supplier 8,Packaging,8230.56,2027-03-20
PO1176,Supplier 5,Maintenance,3112.28,2027-03-21
PO1177,Supplier 29,Packaging,9486.56,2027-03-22
PO1178,Supplier 47,IT Equipment,2937.62,2027-03-23
PO1179,Supplier 4,Raw Materials,19281.6,2027-03-24
PO1180,Supplier 12,Maintenance,24173.72,2027-03-25
PO1181,Supplier 45,Maintenance,24266.82,2027-03-26
PO1182,Supplier 2,Raw Materials,21694.24,2027-03-27
PO1183,Supplier 27,Maintenance,15219.41,2027-03-28
PO1184,Supplier 31,Packaging,17671.21,2027-03-29
PO1185,Supplier 36,Maintenance,7487.54,2027-03-30
PO1186,Supplier 36,Logistics,15953.88,2027-03-31
PO1187,Supplier 26,IT Equipment,11663.41,2027-04-01
PO1188,Supplier 43,Chemicals,12309.42,2027-04-02
PO1189,Supplier 27,Packaging,19065.53,2027-04-03
PO1190,Supplier 5,Logistics,7407.0,2027-04-04
PO1191,Supplier 20,IT Equipment,8291.97,2027-04-05
PO1192,Supplier 11,Raw Materials,23153.72,2027-04-06
PO1193,Supplier 10,Packaging,1877.5,2027-04-07
PO1194,Supplier 40,Chemicals,12398.04,2027-04-08
PO1195,Supplier 38,IT Equipment,22863.62,2027-04-09
PO1196,Supplier 6,Chemicals,15453.89,2027-04-10
PO1197,Supplier 8,Raw Materials,13886.97,2027-04-11
PO1198,Supplier 23,Raw Materials,6618.73,2027-04-12
PO1199,Supplier 47,Packaging,8910.25,2027-04-13
PO1200,Supplier 26,Maintenance,21375.19,2027-04-14
PO1201,Supplier 46,Raw Materials,14200.84,2027-04-15
PO1202,Supplier 43,IT Equipment,13111.18,2027-04-16
PO1203,Supplier 12,Maintenance,2939.7,2027-04-17
PO1204,Supplier 26,Logistics,892.69,2027-04-18
PO1205,Supplier 13,Chemicals,24110.29,2027-04-19
PO1206,Supplier 40,Maintenance,9736.16,2027-04-20
PO1207,Supplier 18,Chemicals,15278.72,2027-04-21
PO1208,Supplier 25,Maintenance,2453.02,2027-04-22
PO1209,Supplier 33,Logistics,17236.3,2027-04-23
PO1210,Supplier 47,Raw Materials,23347.88,2027-04-24
PO1211,Supplier 40,Logistics,14603.8,2027-04-25
PO1212,Supplier 43,Raw Materials,3589.83,2027-04-26
PO1213,Supplier 12,Raw Materials,14752.18,2027-04-27
PO1214,Supplier 44,Chemicals,19275.51,2027-04-28
PO1215,Supplier 36,IT Equipment,10457.21,2027-04-29
PO1216,Supplier 48,Logistics,22056.02,2027-04-30
PO1217,Supplier 4,Maintenance,16392.73,2027-05-01
PO1218,Supplier 5,Logistics,22531.6,2027-05-02
PO1219,Supplier 37,Chemicals,15775.88,2027-05-03
PO1220,Supplier 8,Raw Materials,3716.56,2027-05-04
PO1221,Supplier 42,Chemicals,8087.45,2027-05-05
PO1222,Supplier 49,Packaging,5443.98,2027-05-06
PO1223,Supplier 28,Packaging,22766.25,2027-05-07
PO1224,Supplier 31,Maintenance,19129.8,2027-05-08
PO1225,Supplier 9,Chemicals,17071.76,2027-05-09
PO1226,Supplier 29,Maintenance,7873.67,2027-05-10
PO1227,Supplier 14,Maintenance,5009.1,2027-05-11
PO1228,Supplier 40,Packaging,19033.05,2027-05-12
PO1229,Supplier 41,Maintenance,12116.87,2027-05-13
PO1230,Supplier 22,Packaging,6031.84,2027-05-14
PO1231,Supplier 11,Raw Materials,15607.24,2027-05-15
PO1232,Supplier 23,Chemicals,1488.18,2027-05-16
PO1233,Supplier 1,Maintenance,8491.17,2027-05-17
PO1234,Supplier 46,Packaging,11979.65,2027-05-18
PO1235,Supplier 37,Logistics,4124.98,2027-05-19
PO1236,Supplier 21,Maintenance,24624.03,2027-05-20
PO1237,Supplier 26,IT Equipment,5622.89,2027-05-21
PO1238,Supplier 46,Raw Materials,3693.65,2027-05-22
PO1239,Supplier 36,Raw Materials,5486.6,2027-05-23
PO1240,Supplier 23,Logistics,19342.0,2027-05-24
PO1241,Supplier 1,Packaging,10924.89,2027-05-25
PO1242,Supplier 40,Maintenance,14352.69,2027-05-26
PO1243,Supplier 15,Packaging,1014.72,2027-05-27
PO1244,Supplier 21,Raw Materials,1343.57,2027-05-28
PO1245,Supplier 47,Packaging,11422.73,2027-05-29
PO1246,Supplier 9,Raw Materials,20508.05,2027-05-30
PO1247,Supplier 9,Packaging,22188.35,2027-05-31
PO1248,Supplier 10,Logistics,2624.31,2027-06-01
PO1249,Supplier 26,Chemicals,13689.9,2027-06-02
PO1250,Supplier 41,Logistics,22874.13,2027-06-03
PO1251,Supplier 35,Logistics,10005.33,2027-06-04
PO1252,Supplier 25,Chemicals,20824.36,2027-06-05
PO1253,Supplier 26,Chemicals,3775.54,2027-06-06
PO1254,Supplier 11,Maintenance,23417.16,2027-06-07
PO1255,Supplier 38,Maintenance,18909.87,2027-06-08
PO1256,Supplier 2,Logistics,23562.69,2027-06-09
PO1257,Supplier 7,Logistics,17077.12,2027-06-10
PO1258,Supplier 18,Raw Materials,9403.4,2027-06-11
PO1259,Supplier 27,Raw Materials,23485.44,2027-06-12
PO1260,Supplier 34,Maintenance,7251.39,2027-06-13
PO1261,Supplier 27,IT Equipment,8638.23,2027-06-14
PO1262,Supplier 17,IT Equipment,17669.81,2027-06-15
PO1263,Supplier 43,Maintenance,19250.25,2027-06-16
PO1264,Supplier 44,Raw Materials,23270.39,2027-06-17
PO1265,Supplier 24,Raw Materials,5517.66,2027-06-18
PO1266,Supplier 25,IT Equipment,20050.95,2027-06-19
PO1267,Supplier 7,Packaging,18594.38,2027-06-20
PO1268,Supplier 6,Packaging,2062.97,2027-06-21
PO1269,Supplier 24,Raw Materials,9986.97,2027-06-22
PO1270,Supplier 33,Packaging,7427.75,2027-06-23
PO1271,Supplier 49,Chemicals,7960.02,2027-06-24
PO1272,Supplier 29,Maintenance,24582.2,2027-06-25
PO1273,Supplier 43,Maintenance,16248.05,2027-06-26
PO1274,Supplier 22,Raw Materials,18083.07,2027-06-27
PO1275,Supplier 26,Logistics,24427.13,2027-06-28
PO1276,Supplier 28,IT Equipment,9741.44,2027-06-29
PO1277,Supplier 50,Raw Materials,20145.08,2027-06-30
PO1278,Supplier 21,Packaging,11146.01,2027-07-01
PO1279,Supplier 49,IT Equipment,21803.57,2027-07-02
PO1280,Supplier 7,Logistics,4926.11,2027-07-03
PO1281,Supplier 17,Packaging,23718.31,2027-07-04
PO1282,Supplier 20,Chemicals,5859.91,2027-07-05
PO1283,Supplier 41,Packaging,8492.4,2027-07-06
PO1284,Supplier 49,Chemicals,19026.71,2027-07-07
PO1285,Supplier 20,IT Equipment,10147.0,2027-07-08
PO1286,Supplier 22,Chemicals,15401.18,2027-07-09
PO1287,Supplier 28,IT Equipment,11392.05,2027-07-10
PO1288,Supplier 40,IT Equipment,18688.06,2027-07-11
PO1289,Supplier 49,IT Equipment,6094.12,2027-07-12
PO1290,Supplier 7,IT Equipment,1932.22,2027-07-13
PO1291,Supplier 1,IT Equipment,7848.27,2027-07-14
PO1292,Supplier 32,Packaging,12120.56,2027-07-15
PO1293,Supplier 13,IT Equipment,4616.49,2027-07-16
PO1294,Supplier 30,Packaging,9192.53,2027-07-17
PO1295,Supplier 23,IT Equipment,10299.58,2027-07-18
PO1296,Supplier 19,Chemicals,1906.1,2027-07-19
PO1297,Supplier 32,IT Equipment,14791.03,2027-07-20
PO1298,Supplier 30,Logistics,22166.41,2027-07-21
PO1299,Supplier 29,IT Equipment,4217.7,2027-07-22
PO1300,Supplier 49,IT Equipment,15146.3,2027-07-23
PO1301,Supplier 45,Chemicals,16786.11,2027-07-24
PO1302,Supplier 29,Maintenance,10773.7,2027-07-25
PO1303,Supplier 30,Chemicals,17676.89,2027-07-26
PO1304,Supplier 16,Logistics,10562.92,2027-07-27
PO1305,Supplier 40,Maintenance,12863.61,2027-07-28
PO1306,Supplier 19,Raw Materials,680.15,2027-07-29
PO1307,Supplier 18,Raw Materials,17447.14,2027-07-30
PO1308,Supplier 1,Logistics,16702.9,2027-07-31
PO1309,Supplier 14,Chemicals,1440.82,2027-08-01
PO1310,Supplier 47,Packaging,9522.13,2027-08-02
PO1311,Supplier 50,Logistics,24486.28,2027-08-03
PO1312,Supplier 2,Maintenance,10808.05,2027-08-04
PO1313,Supplier 28,Maintenance,12797.66,2027-08-05
PO1314,Supplier 49,IT Equipment,22793.29,2027-08-06
PO1315,Supplier 50,Raw Materials,18072.92,2027-08-07
PO1316,Supplier 30,Maintenance,14760.72,2027-08-08
PO1317,Supplier 38,Logistics,20046.21,2027-08-09
PO1318,Supplier 4,Maintenance,21676.97,2027-08-10
PO1319,Supplier 1,Logistics,11693.76,2027-08-11
PO1320,Supplier 8,Packaging,12140.15,2027-08-12
PO1321,Supplier 29,IT Equipment,9958.25,2027-08-13
PO1322,Supplier 39,Raw Materials,24184.3,2027-08-14
PO1323,Supplier 3,Maintenance,17580.57,2027-08-15
PO1324,Supplier 32,Logistics,2538.97,2027-08-16
PO1325,Supplier 10,Chemicals,21642.51,2027-08-17
PO1326,Supplier 10,Raw Materials,12273.72,2027-08-18
PO1327,Supplier 19,Packaging,2184.47,2027-08-19
PO1328,Supplier 46,Logistics,13968.07,2027-08-20
PO1329,Supplier 34,IT Equipment,10720.52,2027-08-21
PO1330,Supplier 33,IT Equipment,22004.86,2027-08-22
PO1331,Supplier 23,Packaging,5497.87,2027-08-23
PO1332,Supplier 28,Packaging,20748.38,2027-08-24
PO1333,Supplier 32,IT Equipment,14163.37,2027-08-25
PO1334,Supplier 50,Maintenance,1837.95,2027-08-26
PO1335,Supplier 7,Maintenance,24310.21,2027-08-27
PO1336,Supplier 29,Logistics,13059.07,2027-08-28
PO1337,Supplier 8,Chemicals,7626.48,2027-08-29
PO1338,Supplier 1,Logistics,12000.47,2027-08-30
PO1339,Supplier 3,Chemicals,21517.52,2027-08-31
PO1340,Supplier 24,Packaging,7970.13,2027-09-01
PO1341,Supplier 23,Raw Materials,5220.57,2027-09-02
PO1342,Supplier 8,Logistics,3662.25,2027-09-03
PO1343,Supplier 47,Logistics,7797.56,2027-09-04
PO1344,Supplier 37,Chemicals,19611.18,2027-09-05
PO1345,Supplier 3,Packaging,12054.85,2027-09-06
PO1346,Supplier 33,Packaging,6073.3,2027-09-07
PO1347,Supplier 28,Chemicals,4571.53,2027-09-08
PO1348,Supplier 47,Packaging,8651.87,2027-09-09
PO1349,Supplier 8,IT Equipment,23528.15,2027-09-10
PO1350,Supplier 34,Maintenance,8904.15,2027-09-11
PO1351,Supplier 35,IT Equipment,24709.04,2027-09-12
PO1352,Supplier 32,Raw Materials,12388.15,2027-09-13
PO1353,Supplier 24,Logistics,4889.52,2027-09-14
PO1354,Supplier 14,Raw Materials,22332.93,2027-09-15
PO1355,Supplier 32,Logistics,11778.71,2027-09-16
PO1356,Supplier 46,Maintenance,17886.95,2027-09-17
PO1357,Supplier 43,Packaging,24600.93,2027-09-18
PO1358,Supplier 16,IT Equipment,1729.3,2027-09-19
PO1359,Supplier 4,Chemicals,2869.02,2027-09-20
PO1360,Supplier 37,IT Equipment,18151.19,2027-09-21
PO1361,Supplier 21,Maintenance,7404.71,2027-09-22
PO1362,Supplier 14,Raw Materials,5015.38,2027-09-23
PO1363,Supplier 31,Chemicals,1464.37,2027-09-24
PO1364,Supplier 48,Packaging,1035.24,2027-09-25
PO1365,Supplier 18,Maintenance,19474.9,2027-09-26
PO1366,Supplier 7,Chemicals,3793.62,2027-09-27
PO1367,Supplier 10,Maintenance,11959.16,2027-09-28
PO1368,Supplier 7,Maintenance,15344.47,2027-09-29
PO1369,Supplier 33,Packaging,10994.62,2027-09-30
PO1370,Supplier 23,Logistics,1164.11,2027-10-01
PO1371,Supplier 21,Chemicals,19695.79,2027-10-02
PO1372,Supplier 19,Packaging,757.57,2027-10-03
PO1373,Supplier 48,Maintenance,19166.3,2027-10-04
PO1374,Supplier 19,Packaging,22385.96,2027-10-05
PO1375,Supplier 36,Logistics,11104.58,2027-10-06
PO1376,Supplier 29,IT Equipment,13620.79,2027-10-07
PO1377,Supplier 18,Chemicals,12186.09,2027-10-08
PO1378,Supplier 2,Logistics,10035.61,2027-10-09
PO1379,Supplier 1,Raw Materials,22241.9,2027-10-10
PO1380,Supplier 47,Chemicals,22401.37,2027-10-11
PO1381,Supplier 5,Logistics,8727.5,2027-10-12
PO1382,Supplier 20,Maintenance,15569.21,2027-10-13
PO1383,Supplier 11,Chemicals,23209.24,2027-10-14
PO1384,Supplier 42,Chemicals,24070.43,2027-10-15
PO1385,Supplier 2,Packaging,12969.5,2027-10-16
PO1386,Supplier 3,Maintenance,11594.21,2027-10-17
PO1387,Supplier 23,Raw Materials,7328.01,2027-10-18
PO1388,Supplier 12,IT Equipment,23992.36,2027-10-19
PO1389,Supplier 20,Logistics,3998.95,2027-10-20
PO1390,Supplier 5,Packaging,14705.82,2027-10-21
PO1391,Supplier 37,Logistics,7422.48,2027-10-22
PO1392,Supplier 38,Raw Materials,7335.7,2027-10-23
PO1393,Supplier 30,Raw Materials,10421.73,2027-10-24
PO1394,Supplier 9,Chemicals,24970.43,2027-10-25
PO1395,Supplier 34,Raw Materials,1846.67,2027-10-26
PO1396,Supplier 44,Logistics,14674.27,2027-10-27
PO1397,Supplier 35,Maintenance,2523.02,2027-10-28
PO1398,Supplier 22,Maintenance,4285.76,2027-10-29
PO1399,Supplier 44,Chemicals,11269.29,2027-10-30
PO1400,Supplier 24,IT Equipment,13006.27,2027-10-31
PO1401,Supplier 17,Logistics,6840.41,2027-11-01
PO1402,Supplier 10,Logistics,8253.2,2027-11-02
PO1403,Supplier 30,Raw Materials,2630.69,2027-11-03
PO1404,Supplier 46,Logistics,7928.88,2027-11-04
PO1405,Supplier 23,Packaging,24180.68,2027-11-05
PO1406,Supplier 32,IT Equipment,23645.33,2027-11-06
PO1407,Supplier 17,Raw Materials,8704.52,2027-11-07
PO1408,Supplier 50,Packaging,14485.92,2027-11-08
PO1409,Supplier 17,Chemicals,22785.09,2027-11-09
PO1410,Supplier 14,Maintenance,651.5,2027-11-10
PO1411,Supplier 9,Chemicals,20361.75,2027-11-11
PO1412,Supplier 40,Maintenance,23735.05,2027-11-12
PO1413,Supplier 2,Chemicals,2737.48,2027-11-13
PO1414,Supplier 45,Logistics,4455.47,2027-11-14
PO1415,Supplier 25,Packaging,24038.28,2027-11-15
PO1416,Supplier 39,Maintenance,13669.73,2027-11-16
PO1417,Supplier 9,Raw Materials,847.82,2027-11-17
PO1418,Supplier 22,Packaging,6811.98,2027-11-18
PO1419,Supplier 43,Raw Materials,11523.62,2027-11-19
PO1420,Supplier 46,Packaging,17476.27,2027-11-20
PO1421,Supplier 4,Packaging,18462.43,2027-11-21
PO1422,Supplier 26,Chemicals,24887.83,2027-11-22
PO1423,Supplier 29,Maintenance,7544.02,2027-11-23
PO1424,Supplier 45,Maintenance,13686.39,2027-11-24
PO1425,Supplier 34,Packaging,13566.43,2027-11-25
PO1426,Supplier 23,Logistics,10438.31,2027-11-26
PO1427,Supplier 37,Logistics,4644.47,2027-11-27
PO1428,Supplier 11,Raw Materials,24447.69,2027-11-28
PO1429,Supplier 6,Raw Materials,21406.27,2027-11-29
